resourseid,主机名,状态,地域,可用区,主机类型,操作系统,镜像id,CPU,内存,带宽,公网IP,内网IP,系统盘类型,系统盘大小,数据盘类型,数据盘大小,所属网络,所在子网,关联vpc,创建时间,到期时间,主机计费模式,网络计费模式,所属项目,
ins-49xwtd45,未命名,运行中,华北地区（北京）,北京二区,标准型S2,centos6.8x86_64,img-6ns5om13,1,1,1,211.159.156.196,10.163.5.199,本地盘,20,本地盘,100,基础网络,-,0,2017-04-08 13:19:11,2017-05-08 13:19:15,包年包月,按带宽包年包月计费,默认项目,
